"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2739021","Frank J. Frey and Carsten  Hentrich and Uwe  Zdun","","","","Capability-based Service Identification in Service-oriented Legacy Modernization","10:1--10:12","10","12","SOA, business capabilities, patterns, service-oriented legacy modernization, software architecture","10.1145/2739011.2739021","","","","","","","2015","","Proceedings of the 18th European Conference on Pattern Languages of Program","EuroPLoP '13","","978-1-4503-3465-5","Irsee, Germany","ACM","New York, NY, USA"
"article","2088881","Santiago  Hurtado and Sagar  Sen and Rubby  Casallas","","","","Reusing Legacy Software in a Self-adaptive Middleware Framework","29--35","","7","OSGi, framework, legacy software, middleware, self-adaptive software, software reuse","10.1145/2088876.2088881","","","","","","","2011","","Adaptive and Reflective Middleware on Proceedings of the International Workshop","ARM '11","","978-1-4503-1070-3","Lisbon, Portugal","ACM","New York, NY, USA"
"article","2652577","Serkan  Kirbas and Alper  Sen and Bora  Caglayan and Ayse  Bener and Rasim  Mahmutogullari","","","","The Effect of Evolutionary Coupling on Software Defects: An Industrial Case Study on a Legacy System","6:1--6:7","6","7","evolutionary coupling, legacy software, measurement, mining software repositories, software defects","10.1145/2652524.2652577","","","","","","","2014","","Proceedings of the 8th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","ESEM '14","","978-1-4503-2774-9","Torino, Italy","ACM","New York, NY, USA"
"article","2846697","Thomas  Degueule and Benoit  Combemale and Arnaud  Blouin and Olivier  Barais","","","","Reusing Legacy DSLs with Melange","45--46","","2","Domain-specific languages, language reuse, language workbench, melange, model typing","10.1145/2846696.2846697","","","","","","","2015","","Proceedings of the Workshop on Domain-Specific Modeling","DSM 2015","","978-1-4503-3903-2","Pittsburgh, PA, USA","ACM","New York, NY, USA"
"article","2043184","Michael A. Cusumano","","","","The Legacy of Steve Jobs","26--28","","3","","10.1145/2043174.2043184","Commun. ACM","December 2011","54","12","","December","2011","0001-0782","","","","","","ACM","New York, NY, USA"
"article","1930501","Jonas  Gamalielsson and Bj&#246;rn  Lundell","","","","Open Source Software for Data Curation of Digital Assets: A Case Study","61--64","","4","data curation, legacy file formats, open file formats, open source","10.1145/1930488.1930501","","","","","","","2010","","Proceedings of the 14th International Academic MindTrek Conference: Envisioning Future Media Environments","MindTrek '10","","978-1-4503-0011-7","Tampere, Finland","ACM","New York, NY, USA"
"article","1128057","Luigi  Bitonti and Tamas  Kiss and Gabor  Terstyanszky and Thierry  Delaitre and Stephen  Winter and Peter  Kacsuk","","","","Dynamic Testing of Legacy Code Resources on the Grid","261--268","","8","grid computing, grid portal, grid service, legacy code, resource testing/monitoring","10.1145/1128022.1128057","","","","","","","2006","","Proceedings of the 3rd Conference on Computing Frontiers","CF '06","","1-59593-302-6","Ischia, Italy","ACM","New York, NY, USA"
"article","2134257","Raghavan  Komondoor and V. Krishna Nandivada and Saurabh  Sinha and John  Field","","","","Identifying Services from Legacy Batch Applications","13--22","","10","","10.1145/2134254.2134257","","","","","","","2012","","Proceedings of the 5th India Software Engineering Conference","ISEC '12","","978-1-4503-1142-7","Kanpur, India","ACM","New York, NY, USA"
"article","175295","Jim Q. Ning and Andre  Engberts and W. Voytek Kozaczynski","","","","Automated Support for Legacy Code Understanding","50--57","","8","","10.1145/175290.175295","Commun. ACM","May 1994","37","5","","May","1994","0001-0782","","","","","","ACM","New York, NY, USA"
"article","337645","Eleni  Stroulia and Mohammad  El-Ramly and Paul  Sorenson and Roland  Penner","","","","Legacy Systems Migration in CelLEST","790--","","","","10.1145/337180.337645","","","","","","","2000","","Proceedings of the 22Nd International Conference on Software Engineering","ICSE '00","","1-58113-206-9","Limerick, Ireland","ACM","New York, NY, USA"
"article","1516936","Michael  Raab and Thomas  Schulze and Steffen  Strassburger","","","","Management of HLA-based Distributed Legacy SLX-models","1086--1093","","8","","","","","","","","","2008","","Proceedings of the 40th Conference on Winter Simulation","WSC '08","","978-1-4244-2708-6","Miami, Florida","Winter Simulation Conference",""
"article","1136019","Jes&#250;s Barrasa Rodriguez and Asunci&#243;n  G&#243;mez-P&#233;rez","","","","Upgrading Relational Legacy Data to the Semantic Web","1069--1070","","2","database-to-ontology mappings, relational databases, semantic web, upgrade","10.1145/1135777.1136019","","","","","","","2006","","Proceedings of the 15th International Conference on World Wide Web","WWW '06","","1-59593-323-9","Edinburgh, Scotland","ACM","New York, NY, USA"
"article","2824019","Andres  Garcia-Saavedra and Balaji  Rengarajan and Pablo  Serrano and Daniel  Camps-Mur and Xavier  Costa-P&#233;rez","","","","SOLOR: Self-optimizing WLANs with Legacy-compatible Opportunistic Relays","1202--1215","","14","802.11, rate anomaly, relays, wireless LAN","10.1109/TNET.2014.2321975","IEEE/ACM Trans. Netw.","August 2015","23","4","","August","2015","1063-6692","","","","","","IEEE Press","Piscataway, NJ, USA"
"article","1520583","Kurtis  Heimerl and Divya  Ramachandran and Joyojeet  Pal and Eric  Brewer and Tapan  Parikh","","","","Metamouse: Multiple Mice for Legacy Applications","3853--3858","","6","developing regions, education, shared computers, single display groupware","10.1145/1520340.1520583","","","","","","","2009","","CHI '09 Extended Abstracts on Human Factors in Computing Systems","CHI EA '09","","978-1-60558-247-4","Boston, MA, USA","ACM","New York, NY, USA"
"article","602469","Harry M. Sneed","","","","Recycling Software Components Extracted from Legacy Programs","43--51","","9","measurement, reengineering, reuse, slicing, software recycling, wrapping","10.1145/602461.602469","","","","","","","2001","","Proceedings of the 4th International Workshop on Principles of Software Evolution","IWPSE '01","","1-58113-508-4","Vienna, Austria","ACM","New York, NY, USA"
"article","1499336","Gary  Richardson and Earl D. Hodil","","","","Redocumentation: Addressing the Maintenance Legacy","203--208","","6","","10.1145/1499310.1499336","","","","","","","1984","","Proceedings of the July 9-12, 1984, National Computer Conference and Exposition","AFIPS '84","","0-88283-043-0","Las Vegas, Nevada","ACM","New York, NY, USA"
"article","175292","Peter  Aiken and Alice  Muntz and Russ  Richards","","","","DoD Legacy Systems: Reverse Engineering Data Requirements","26--41","","16","","10.1145/175290.175292","Commun. ACM","May 1994","37","5","","May","1994","0001-0782","","","","","","ACM","New York, NY, USA"
"article","360454","Joseph  Landman and Piotr  Piecuch","","","","Parallelization of a Legacy Research Program Using OpenMP","16--23","","8","","10.1145/360448.360454","SIGPLAN Fortran Forum","Aug. 2000","19","2","","August","2000","1061-7264","","","","","","ACM","New York, NY, USA"
"article","2179281","Fernando G. Tinetti and Mariano  M&#233;ndez","","","","Fortran Legacy Software: Source Code Update and Possible Parallelisation Issues","5--22","","18","","10.1145/2179280.2179281","SIGPLAN Fortran Forum","April 2012","31","1","","March","2012","1061-7264","","","","","","ACM","New York, NY, USA"
"article","2645681","Marcin  Nagy and Teemu  K&#228;rkk&#228;inen and J&#246;rg  Ott","","","","Enhancing Opportunistic Networks with Legacy Nodes","1--6","","6","cookies, dtn, http, opportunistic networking, web storage","10.1145/2645672.2645681","","","","","","","2014","","Proceedings of the 9th ACM MobiCom Workshop on Challenged Networks","CHANTS '14","","978-1-4503-3071-8","Maui, Hawaii, USA","ACM","New York, NY, USA"
"article","1248885","Yan  Jin and Antony  Tang and Jun  Han and Yan  Liu","","","","Performance Evaluation and Prediction for Legacy Information Systems","540--549","","10","","10.1109/ICSE.2007.64","","","","","","","2007","","Proceedings of the 29th International Conference on Software Engineering","ICSE '07","","0-7695-2828-7","","IEEE Computer Society","Washington, DC, USA"
"article","1084824","Ph.  Thiran and T.  Risch and C.  Costilla and J.  Henrard and Th.  Kabisch and J.  Petrini and W-J.  van den Heuvel and J-L.  Hainaut","","","","Report on the Workshop on Wrapper Techniques for Legacy Data Systems","85--86","","2","","10.1145/1084805.1084824","SIGMOD Rec.","September 2005","34","3","","September","2005","0163-5808","","","","","","ACM","New York, NY, USA"
"article","253785","Paul  Robertson","","","","Integrating Legacy Systems with Modern Corporate Applications","39--46","","8","","10.1145/253769.253785","Commun. ACM","May 1997","40","5","","May","1997","0001-0782","","","","","","ACM","New York, NY, USA"
"article","381672","Alok  Mehta","","","","Evolving Legacy Systems Using Feature Engineering and CBSE","797--798","","2","Component Based Software Engineering (CBSE), feature engineering, legacy systems, software evolution, testing","","","","","","","","2001","","Proceedings of the 23rd International Conference on Software Engineering","ICSE '01","","0-7695-1050-7","Toronto, Ontario, Canada","IEEE Computer Society","Washington, DC, USA"
"article","806265","Carl  Engelman","","","","The Legacy of MATHLAB 68","29--41","","13","","10.1145/800204.806265","","","","","","","1971","","Proceedings of the Second ACM Symposium on Symbolic and Algebraic Manipulation","SYMSAC '71","","","Los Angeles, California, USA","ACM","New York, NY, USA"
"article","2480602","Philippe  Dugerdil and David  Sennhauser","","","","Dynamic Decision Tree for Legacy Use-case Recovery","1284--1291","","8","decision tree processing, dynamic analysis, use-case recovery","10.1145/2480362.2480602","","","","","","","2013","","Proceedings of the 28th Annual ACM Symposium on Applied Computing","SAC '13","","978-1-4503-1656-9","Coimbra, Portugal","ACM","New York, NY, USA"
"article","1357274","Amy K. Karlson and Benjamin B. Bederson","","","","One-handed Touchscreen Input for Legacy Applications","1399--1408","","10","mobile devices, one-handed interaction, touchscreens","10.1145/1357054.1357274","","","","","","","2008","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '08","","978-1-60558-011-1","Florence, Italy","ACM","New York, NY, USA"
"article","2723746","Prabhakar  Cherukupalli and Y. Raghu Reddy","","","","Reengineering Enterprise Wide Legacy BFSI Systems: Industrial Case Study","40--49","","10","BFSI, Defect density, Defect spread, Enterprise system transformation, Forward Engineering, Reengineering, Reverse Engineering","10.1145/2723742.2723746","","","","","","","2015","","Proceedings of the 8th India Software Engineering Conference","ISEC '15","","978-1-4503-3432-7","Bangalore, India","ACM","New York, NY, USA"
"article","381953","Keith Patrick DeWeese","","","","Ada: A Life and Legacy: Dorothy Stein Book Review","13--14","","2","","10.1145/381943.381953","Ada Lett.","Mar.-Apr. 1986","VI","2","","March","1986","1094-3641","","","","","","ACM","New York, NY, USA"
"article","1921573","Lance  Fortnow","","","","Ubiquity Symposium 'What is Computation?': The Enduring Legacy of the Turing Machine","","5","","","10.1145/1895419.1921573","Ubiquity","December 2010","2010","December","","December","2010","1530-2180","","","","","","ACM","New York, NY, USA"
"article","276706","Peter C. Weinstein","","","","Ontology-based Metadata: Transforming the MARC Legacy","254--263","","10","","10.1145/276675.276706","","","","","","","1998","","Proceedings of the Third ACM Conference on Digital Libraries","DL '98","","0-89791-965-3","Pittsburgh, Pennsylvania, USA","ACM","New York, NY, USA"
"article","2442786","George C. Necula and Scott  McPeak and Westley  Weimer","","","","CCured: Type-safe Retrofitting of Legacy Code","74--85","","12","","10.1145/2442776.2442786","SIGPLAN Not.","April 2012","47","4a","","March","2012","0362-1340","","","","","","ACM","New York, NY, USA"
"article","2721899","Marcin  Nagy and Teemu  K&#228;rkk&#228;inen and J&#246;rg  Ott","","","","Enhancing Opportunistic Networks with Legacy Nodes","10--18","","9","","10.1145/2721896.2721899","SIGMOBILE Mob. Comput. Commun. Rev.","July 2014","18","3","","January","2015","1559-1662","","","","","","ACM","New York, NY, USA"
