"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2609264","Mihai T. Lazarescu and Albert  Cohen and Adrien  Guatto and Nhat Minn L&#234; and Luciano  Lavagno and Antoniu  Pop and Manuel  Prieto and Andrei  Terechko and Alexandru  Sutii","","","","Energy-aware Parallelization Flow and Toolset for C Code","79--88","","10","data dependency analysis, energy estimation, execution profiling, program parallelization","10.1145/2609248.2609264","","","","","","","2014","","Proceedings of the 17th International Workshop on Software and Compilers for Embedded Systems","SCOPES '14","","978-1-4503-2941-5","Sankt Goar, Germany","ACM","New York, NY, USA"
"article","1655125","Erika  Chin and David  Wagner","","","","Efficient Character-level Taint Tracking for Java","3--12","","10","dynamic taint tracking, information flow, java, web applications","10.1145/1655121.1655125","","","","","","","2009","","Proceedings of the 2009 ACM Workshop on Secure Web Services","SWS '09","","978-1-60558-789-9","Chicago, Illinois, USA","ACM","New York, NY, USA"
"article","568837","Mohammad  El-Ramly and Eleni  Stroulia and Paul  Sorenson","","","","Recovering Software Requirements from System-user Interaction Traces","447--454","","8","","10.1145/568760.568837","","","","","","","2002","","Proceedings of the 14th International Conference on Software Engineering and Knowledge Engineering","SEKE '02","","1-58113-556-4","Ischia, Italy","ACM","New York, NY, USA"
"article","1411285","L&#225;szl&#243;  L&#246;vei and Csaba  Hoch and Hanna  K&#246;ll&#246; and Tam&#225;s  Nagy and Anik&#243;  Nagyn&#233; V&#237;g and D&#225;niel  Horp&#225;csi and R&#243;bert  Kitlei and Roland  Kir&#225;ly","","","","Refactoring Module Structure","83--89","","7","clustering modules, erlang, refactoring","10.1145/1411273.1411285","","","","","","","2008","","Proceedings of the 7th ACM SIGPLAN Workshop on ERLANG","ERLANG '08","","978-1-60558-065-4","Victoria, BC, Canada","ACM","New York, NY, USA"
"article","2989151","Christian  Vitale and Vincenzo  Mancuso","","","","Energy Efficiency in Mixed Access Networks","35--42","","8","5g, access selection, device-to-device communications, sdn","10.1145/2988287.2989151","","","","","","","2016","","Proceedings of the 19th ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems","MSWiM '16","","978-1-4503-4502-6","Malta, Malta","ACM","New York, NY, USA"
"article","2046777","Shuo  Tang and Nathan  Dautenhahn and Samuel T. King","","","","Fortifying Web-based Applications Automatically","615--626","","12","client-side defense, cookies, frame busting, json, web security","10.1145/2046707.2046777","","","","","","","2011","","Proceedings of the 18th ACM Conference on Computer and Communications Security","CCS '11","","978-1-4503-0948-6","Chicago, Illinois, USA","ACM","New York, NY, USA"
"article","2627577","Damian  Parniewicz and Roberto  Doriguzzi Corin and Lukasz  Ogrodowczyk and Mehdi  Rashidi Fard and Jon  Matias and Matteo  Gerola and Victor  Fuentes and Umar  Toseef and Adel  Zaalouk and Bartosz  Belter and Eduardo  Jacob and Kostas  Pentikousis","","","","Design and Implementation of an OpenFlow Hardware Abstraction Layer","71--76","","6","control plane, docsis, dwdm, hardware abstraction, network virtualization, openflow, sdn","10.1145/2627566.2627577","","","","","","","2014","","Proceedings of the 2014 ACM SIGCOMM Workshop on Distributed Cloud Computing","DCC '14","","978-1-4503-2992-7","Chicago, Illinois, USA","ACM","New York, NY, USA"
"article","1410003","Ryan  Metzger and Mooi Choo  Chuah","","","","Opportunistic Information Distribution in Challenged Networks","97--104","","8","disruption tolerant networking, dtn, jabber, mobile ad hoc networking, proxy","10.1145/1409985.1410003","","","","","","","2008","","Proceedings of the Third ACM Workshop on Challenged Networks","CHANTS '08","","978-1-60558-186-6","San Francisco, California, USA","ACM","New York, NY, USA"
"article","1900159","Connie  Hecker and Deborah  Becker","","","","Service Learning Utilizing Live Business Partnerships","117:1--117:2","117","2","applied learning, community service, experiential learning, student engagement","10.1145/1900008.1900159","","","","","","","2010","","Proceedings of the 48th Annual Southeast Regional Conference","ACM SE '10","","978-1-4503-0064-3","Oxford, Mississippi","ACM","New York, NY, USA"
"article","1028746","Hoi  Chan and Trieu C. Chieu","","","","An Approach and Tools to Automate Externalization of Application Logic","194--195","","2","aspect, automate, business logic, byte code, code generation, externalization, rule engine, rules","10.1145/1028664.1028746","","","","","","","2004","","Companion to the 19th Annual ACM SIGPLAN Conference on Object-oriented Programming Systems, Languages, and Applications","OOPSLA '04","","1-58113-833-4","Vancouver, BC, CANADA","ACM","New York, NY, USA"
"article","1859803","Nikolas  Grigoriou and Andreas  Floros and Konstantinos  Drossos","","","","Binaural Mixing Using Gestural Control Interaction","4:1--4:6","4","6","binaural mixing, gestural interaction","10.1145/1859799.1859803","","","","","","","2010","","Proceedings of the 5th Audio Mostly Conference: A Conference on Interaction with Sound","AM '10","","978-1-4503-0046-9","Pite&#229;, Sweden","ACM","New York, NY, USA"
"article","353180","Jerry  Kiernan and Michael J. Carey","","","","Middleware Object Query Processing with Deferred Updates and Autonomous Sources","118--129","","12","DBMS, cache, middleware, object-oriented, query","10.1145/354222.353180","SIGPLAN Not.","Oct. 2000","35","10","","October","2000","0362-1340","","","","","","ACM","New York, NY, USA"
"article","353180","Jerry  Kiernan and Michael J. Carey","","","","Middleware Object Query Processing with Deferred Updates and Autonomous Sources","118--129","","12","DBMS, cache, middleware, object-oriented, query","10.1145/353171.353180","","","","","","","2000","","Proceedings of the 15th ACM SIGPLAN Conference on Object-oriented Programming, Systems, Languages, and Applications","OOPSLA '00","","1-58113-200-X","Minneapolis, Minnesota, USA","ACM","New York, NY, USA"
"article","2362009","Maryam  Razavian and Patricia  Lago","","","","A Lean and Mean Strategy for Migration to Services","61--68","","8","activity, interview survey, knowledge, migration to services","10.1145/2361999.2362009","","","","","","","2012","","Proceedings of the WICSA/ECSA 2012 Companion Volume","WICSA/ECSA '12","","978-1-4503-1568-5","Helsinki, Finland","ACM","New York, NY, USA"
"article","1810450","Barry  Boehm and Jo Ann Lane","","","","New Processes for New Horizons: The Incremental Commitment Model","501--502","","2","feasibility evidence, hardware-software-human factors integration, incremental commitment model, risk management","10.1145/1810295.1810450","","","","","","","2010","","Proceedings of the 32Nd ACM/IEEE International Conference on Software Engineering - Volume 2","ICSE '10","","978-1-60558-719-6","Cape Town, South Africa","ACM","New York, NY, USA"
"article","1450063","Yong-Goo  Lee and Dawoon  Jung and Dongwon  Kang and Jin-Soo  Kim","","","","{$\mu$}FTLL:: A Memory-efficient Flash Translation Layer Supporting Multiple Mapping Granularities","21--30","","10","NAND flash memory, address translation, flash translation layer (FTL)","10.1145/1450058.1450063","","","","","","","2008","","Proceedings of the 8th ACM International Conference on Embedded Software","EMSOFT '08","","978-1-60558-468-3","Atlanta, GA, USA","ACM","New York, NY, USA"
"article","1497333","Oliver  Jorns and Gerald  Quirchmayr","","","","A Middleware for Location-based Mobile Applications with Privacy Protection","111--116","","6","location-based services, privacy, security, telecommunication networks","10.1145/1497308.1497333","","","","","","","2008","","Proceedings of the 10th International Conference on Information Integration and Web-based Applications & Services","iiWAS '08","","978-1-60558-349-5","Linz, Austria","ACM","New York, NY, USA"
"proceeding","2328909","","","","Program Chair-Michael  Weiss and Conference Chair-Paris  Avgeriou","","","","","","","","","","","","","2010","","Proceedings of the 15th European Conference on Pattern Languages of Programs","","","978-1-4503-0259-3","Irsee, Germany","ACM","New York, NY, USA"
"article","1454559","Guillaume  Urvoy-Keller and Andr&#233;-Luc  Beylot","","","","Improving Flow Level Fairness and Interactivity in WLANs Using Size-based Scheduling Policies","333--340","","8","802.11, LAS, TCP, size-based scheduling","10.1145/1454503.1454559","","","","","","","2008","","Proceedings of the 11th International Symposium on Modeling, Analysis and Simulation of Wireless and Mobile Systems","MSWiM '08","","978-1-60558-235-1","Vancouver, British Columbia, Canada","ACM","New York, NY, USA"
"article","968203","Seok Won Lee and David C. Rine","","","","Missing Requirements and Relationship Discovery Through Proxy Viewpoints Model","1513--1518","","6","missing requirements discovery, proxy viewpoints, requirements categorization, software requirements engineering","10.1145/967900.968203","","","","","","","2004","","Proceedings of the 2004 ACM Symposium on Applied Computing","SAC '04","","1-58113-812-1","Nicosia, Cyprus","ACM","New York, NY, USA"
"article","2534939","Ilyas  Uyanik and Dan  Price and Panagiotis  Tsiamyrtzis and Ioannis  Pavlidis","","","","Interfacing Real-time Ozone Information","20--23","","4","design dilemma, mobile weather app, ozone mapping, real-time pollutant visualization, visual metaphor","10.1145/2534931.2534939","","","","","","","2013","","Proceedings of the 1st ACM SIGSPATIAL International Workshop on MapInteraction","MapInteract '13","","978-1-4503-2536-3","Orlando, Florida","ACM","New York, NY, USA"
"article","2048173","Ferosh  Jacob","","","","CUDACL+: A Framework for GPU Programs","55--58","","4","cuda, cudacl, opencl","10.1145/2048147.2048173","","","","","","","2011","","Proceedings of the ACM International Conference Companion on Object Oriented Programming Systems Languages and Applications Companion","OOPSLA '11","","978-1-4503-0942-4","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","2157443","William  Turkett and Pa&#250;l  Pauca and Joel  Hollingsworth","","","","Engaging the Community with Mobile App Projects (Abstract Only)","683--683","","1","outreach, software engineering","10.1145/2157136.2157443","","","","","","","2012","","Proceedings of the 43rd ACM Technical Symposium on Computer Science Education","SIGCSE '12","","978-1-4503-1098-7","Raleigh, North Carolina, USA","ACM","New York, NY, USA"
"article","2468656","Pil Ho  Kim and Fausto  Giunchiglia","","","","The Open Platform for Personal Lifelogging: The eLifeLog Architecture","1677--1682","","6","lifelog, lifelog data model, multimedia management, personal information management, personal lifelogging","10.1145/2468356.2468656","","","","","","","2013","","CHI '13 Extended Abstracts on Human Factors in Computing Systems","CHI EA '13","","978-1-4503-1952-2","Paris, France","ACM","New York, NY, USA"
"article","2661700","Danny  Dig","","","","Improving Responsiveness in Mobile Apps via Refactoring for Asynchrony (Invited Talk)","9--10","","2","Android, Asynchrony, Windows Phone","10.1145/2661694.2661700","","","","","","","2014","","Proceedings of the 2Nd International Workshop on Software Development Lifecycle for Mobile","DeMobile 2014","","978-1-4503-3225-5","Hong Kong, China","ACM","New York, NY, USA"
"article","1449820","Sonya J. Lowry and Phillip B. Warner and Evan  Deaubl","","","","NOAO Imaging Meta Data Quality Improvement: A Case Study of the Evolution of a Service Oriented System","675--684","","10","astronomy, data quality, integration, meta data, service platform, service-oriented architecture, soa, transformation, virtual observatory","10.1145/1449814.1449820","","","","","","","2008","","Companion to the 23rd ACM SIGPLAN Conference on Object-oriented Programming Systems Languages and Applications","OOPSLA Companion '08","","978-1-60558-220-7","Nashville, TN, USA","ACM","New York, NY, USA"
"article","280350","C.  Mohan","","","","State of the Art in Workflow Management Research and Products","544--","","","","10.1145/235968.280350","SIGMOD Rec.","June 1996","25","2","","June","1996","0163-5808","","","","","","ACM","New York, NY, USA"
"article","280350","C.  Mohan","","","","State of the Art in Workflow Management Research and Products","544--","","","","10.1145/233269.280350","","","","","","","1996","","Proceedings of the 1996 ACM SIGMOD International Conference on Management of Data","SIGMOD '96","","0-89791-794-4","Montreal, Quebec, Canada","ACM","New York, NY, USA"
